风速(m/s),风向,室外温度,电网有功功率
21.34,-29.11,22.09,0
18.92,-120.38,21.83,0
14.54,-22.41,21.98,0
10.56,160.29,21.84,0
5.75,91.39,21.61,0
2.33,146.09,22.03,0
3.11,-50.95,22.21,0
3.82,-147.76,22.28,0
4.29,-117.74,22.32,0
4.01,-78.57,22.9,0
4.18,-91.05,23.05,0
5.26,-78.37,23.07,0
5.15,-81.24,23.22,0
4.24,-84.89,23.19,0
3.52,-72.32,23.4,0
3.36,-44.93,23.46,0
4.87,18.89,23.37,0
5.19,14.22,23.43,0
4.74,12.52,23.63,0
5.15,16.42,23.89,0
4.51,5.28,24.16,0
5.42,-11.6,24.24,0
4.45,0.81,24.39,0
6.16,-7.16,24.57,0
6.9,-11.14,24.6,0
6.79,-10.94,24.6,0
5.21,-0.16,24.69,0
4.6,-0.48,24.85,0
5.42,-7.03,24.99,0
5.26,-12.49,25.43,0
4.79,-18.26,25.85,0
4.77,-16.49,26.2,0
4.54,-21.38,26.56,0
4.46,-29.13,26.64,0
3.61,-36.08,26.68,0
3.84,-22.47,26.65,0
3.52,-21.57,26.97,0
3.21,-29.09,27.41,0
3.11,-30.21,27.51,0
3.44,-27.69,27.42,0
3.18,-24.73,27.22,0
3.32,-21.08,27.28,0
2.89,-17.75,27.3,0
2.56,-4.37,27.37,0
2.46,-8.13,27.76,0
3.03,-21.52,27.94,0
2.58,-15.01,28.16,0
3.08,-8.87,28.09,0
2.52,5.41,28.35,0
2.85,3.56,27.7,0
2.66,23.29,27.37,0
3.04,40.82,27.3,0
3.48,45.95,27.21,0
4.81,46.82,27.08,0
5.12,41.99,26.9,0
4.13,52.17,27,0
3.02,61.32,27.02,0
3.25,57.86,26.98,0
2.93,51.27,26.89,0
2.77,47.47,26.8,0
2.72,38.44,26.72,0
2.42,43.74,26.7,0
2.86,50.36,26.7,0
3.48,58.88,26.81,0
4.14,50.95,26.92,0
4.64,67.3,27.03,0
9.75,110.91,26.84,0
21.33,122.93,23.74,0
10.94,112.44,22.41,0
7.04,95.25,23.01,0
6.33,80.53,22.92,0
7.2,69.1,23.17,0
7.18,68.76,23.26,0
6.19,78.18,23.58,0
8.11,86.61,23.92,0
8.77,81.31,23.86,0
9.46,81.75,23.97,0
9.67,79.87,24.1,0
10.28,77.6,24.1,0
9.2,75.05,24.15,0
7.57,73.6,24.32,0
6.54,72.31,24.42,0
6.5,75.4,24.53,0
5.07,80.05,24.59,0
3.72,89.65,24.66,0
2.36,105.51,24.92,0
2.74,153.16,25.97,0
1.94,51.4,25.29,0
3.28,159.13,25.75,0
3.18,41.6,25.7,0
2.49,-144.52,25.37,0
2.08,132.91,25.3,0
2.55,117.02,25.31,0
3.82,83.55,25.3,0
5.58,69.33,25.3,0
6.35,72.12,25.3,0
6.33,74.24,25.3,0
6.53,75.53,25.3,0
5.81,77,25.29,0
4.62,75.33,25.22,0
4.47,77.17,25.21,0
4.79,78.05,25.24,0
6.07,85.87,25.33,0
6.94,90.14,25.4,0
5.77,94.84,25.44,0
3.63,112.22,25.4,0
4.24,109.68,25.39,0
3.14,103.5,25.25,0
3.55,104.83,25.31,0
3.59,82.86,25.43,0
4.06,79.67,25.55,0
3.87,85.32,25.6,0
4.72,84.61,25.7,0
5.12,90.58,25.76,0
5.12,94.12,25.74,0
3.53,100.86,25.75,0
1.94,112.66,25.71,0
1.68,103.8,25.7,0
1.78,92.73,25.7,0
1.5,86.44,25.65,0
1.09,80.73,25.6,0
1.01,78.73,25.6,0
0.76,94.41,25.61,0
0.77,73.2,25.6,0
2.19,81.63,25.69,0
5.27,78.06,25.75,0
6.37,89.21,25.61,0
3.79,83.9,25.38,0
3.25,96.47,25.26,0
3.64,88.47,25.2,0
4.54,98.39,25.04,0
4.36,72.55,24.91,0
5.25,59.02,25,0
6.55,57.13,24.82,0
6.72,53.35,24.89,0
8.2,57.51,25.03,0
9.01,50.43,25.24,0
7.86,44.82,25.62,0
8.26,39.79,25.59,0
9.07,44.48,25.53,0
7.19,42.3,25.67,0
6.75,53.51,25.33,0
3.68,60.61,25.34,0
2.96,70.95,25.68,0
2.95,76.58,25.99,0
3.52,140.69,25.18,0
4.26,140.38,24.86,0
4.52,150.04,24.63,0
4.86,146.67,24.89,0
9.79,128.97,24.91,0
10.34,119.46,24.87,0
9.11,117.79,24.68,0
7.42,118.11,24.48,0
9.05,111.86,24.28,0
9.75,105.37,25.01,0
8.98,91.71,26.05,0
6.07,74.95,26.28,0
5.71,54.88,26.08,0
4.37,59.65,27.26,0
3.63,62.38,27.95,0
3.56,48.77,27.54,0
3.68,53.63,27.22,0
3.31,60.37,27.48,0
3.38,54.63,26.92,0
1.62,53.66,26.96,0
1.97,56,26.75,0
3.99,55.07,26.17,0
7.49,54,25.28,0
5.24,67.45,25.16,0
6.82,68.09,25.02,0
7.16,66.38,24.76,0
5.14,59.13,24.95,0
5.7,59.83,24.63,0
5.61,68.36,24.79,0
5.42,57.79,25,0
4.93,58.31,25.03,0
6.13,57.62,24.89,0
5.8,61.34,24.86,0
6.7,65.24,24.79,0
5.58,64.51,24.53,0
7.09,65.93,24.55,0
8.42,69.08,24.66,0
9.04,70.73,24.62,0
9.39,75.12,24.57,0
9.27,78.56,24.63,0
8.56,81.53,24.7,0
8.79,82.28,24.7,0
9.66,84.84,24.59,0
9.69,87.42,24.5,0
8.96,88.03,24.52,0
9.84,88.21,24.68,0
9.87,92.88,24.79,0
10.87,108.6,25.06,0
9.33,114.3,25.13,0
8.77,121.54,25.16,0
9.48,137.59,24.52,0
9.15,141.27,24.74,0
7.5,151.65,25.1,0
7.4,145.54,25.6,0
7.87,132.06,25.45,0
8.08,-33.61,25.42,0
9.89,-138.05,25.45,0
9.75,-151.92,25.52,0
7.97,-156.27,25.74,0
6.86,-147.79,25.66,0
7,-150.69,25.82,0
7.2,-155.81,25.87,0
7.15,-147.54,25.79,0
6.53,-141.22,25.7,0
5.78,-139.23,25.79,0
6.21,-152.14,25.65,0
6.92,-137.35,25.53,0
7.09,-125.12,25.38,0
7.2,-120.26,25.38,0
7.7,-120.2,25.38,0
7.26,-115.39,25.42,0
7.31,-115.25,25.59,0
7.36,-104.47,25.54,0
6.49,-99.89,25.53,0
5.28,-90.95,25.52,0
4.07,-79.71,25.5,0
3.08,-60.01,25.58,0
2.13,-54.07,25.66,0
1.7,-63.41,25.91,0
1.56,-56.76,26.09,0
0.98,-58.14,26.08,0
0.84,-83.59,25.98,0
1.08,-79.25,25.98,0
1.09,-63.23,25.95,0
0.26,-80.28,25.82,0
0.39,90.26,25.71,0
0.79,151.68,25.83,0
1.66,133.23,25.89,0
1.32,115.49,25.9,0
2.27,65.43,25.79,0
4.41,52.82,25.7,0
4.64,50.34,25.63,0
4.5,46.46,25.6,0
4.25,38.87,25.55,0
4.92,35.73,25.5,0
4.79,34.92,25.54,0
4.43,33.81,25.5,0
4.12,30.93,25.5,0
4.65,29.3,25.5,0
4.59,27.3,25.59,0
4.75,32.22,25.7,0
4.83,31.74,25.7,0
4.12,33.56,25.7,0
4.16,32.07,25.68,0
3.8,25.22,25.66,0
2.93,13.72,25.65,0
3.71,23,25.6,0
3.76,25.11,25.6,0
3.88,29.48,25.6,0
3.97,33.03,25.6,0
3.55,30.27,25.68,0
2.61,28.26,25.69,0
3.03,22.95,25.7,0
3.53,17.32,25.7,0
2.86,14.02,25.7,0
2.76,15.83,25.7,0
1.91,4.94,25.7,0
2.29,-5.85,25.7,0
3.83,-19.35,25.7,0
3.85,-19.58,25.71,0
3.68,-32.92,25.62,0
4.43,-40.15,25.47,0
5.09,-37.37,25.45,0
5.26,-42.03,25.49,0
5.9,-45.52,25.4,0
6.34,-47.11,25.42,0
6.1,-48.59,25.44,0
6.45,-46.58,25.34,0
7.27,-37.65,25.26,0
7.26,19.51,24.74,0
8.33,49.93,23.54,0
3.52,13.64,23.24,0
2.23,-0.35,23.19,0
1.92,-25.21,23.37,0
4.29,-55.76,23.57,0
5.02,-54.97,23.84,0
4.04,-72.46,24.01,0
3.28,-86.37,24.08,0
5.49,-44.63,24.02,0
6.08,-38.99,24.06,0
9.28,-37.63,23.98,0
9.51,-39.37,23.97,0
9.16,-45.14,23.91,0
10.87,-47.78,23.97,0
11.05,-46.38,23.94,0
10.85,-47.06,23.98,0
10.86,-46.79,24.06,0
10.35,-45.54,24,0
11.14,-46.2,23.94,0
11.2,-47.74,24,0
10.48,-50.35,23.78,0
10.25,-52.02,23.67,0
9.25,-54.44,23.93,0
7.31,-60.42,24.09,0
4.97,-63.46,24.09,0
4.32,-52.29,23.96,0
5.38,-43.37,23.94,0
8.28,-28.7,23.93,0
4.54,-1.3,23.98,0
4.76,-7.89,24.31,0
3.18,-28.83,24.55,0
3.49,-34.11,24.43,0
1.58,-14.48,24.33,0
1.67,87.17,24.05,0
1.21,137.95,23.91,0
0.6,111.97,23.81,0
0.31,46.13,23.86,0
0.92,-125.57,23.86,0
2.09,82.64,23.69,0
1.68,147.73,23.67,0
1.45,60.49,23.66,0
1.3,63.32,23.46,0
1.22,70.93,23.47,0
0.9,32.07,23.44,0
0.61,-28.4,23.66,0
0.96,-9.7,23.67,0
1.61,-10.67,23.64,0
1.65,-10.84,23.84,0
1.89,4.28,23.9,0
3.4,32.04,23.9,0
4.44,33.13,23.85,0
4.85,39.67,23.83,0
4.28,47.35,24.28,0
3.76,45.26,24.69,0
3.55,44.98,24.99,0
3.68,52.07,25.11,0
4.55,52.87,25.08,0
3.83,54.64,25.67,0
2.95,60.94,26.29,0
2.77,73.55,26.35,0
2.51,71.82,26.37,0
2.15,76.55,26.4,0
2.4,97.5,25.99,0
2.63,103.21,25.52,0
2.53,98.05,25.58,0
2.99,99.16,25.66,0
2.57,104.71,25.68,0
1.96,105.19,25.67,0
0.56,86.67,25.84,0
1.19,52.19,25.67,0
1.28,35.73,25.42,0
1.46,41.05,25.21,0
1.52,48.13,25.11,0
1.23,42.24,25.07,0
1.27,46.3,25,0
1.48,51.8,24.95,0
2.12,60.01,24.9,0
2.07,62.77,24.9,0
1.84,58.23,24.84,0
2.69,56.29,24.84,0
3.47,55.6,24.9,0
3.96,49.49,24.86,0
3.55,36.81,24.8,0
2.99,29.73,24.8,0
2.81,26.64,24.8,0
2.85,15.78,24.8,0
2.32,20.37,24.8,0
2.43,10.12,24.8,0
3.28,-7.36,24.8,0
2.65,-4.94,24.8,0
3.46,-3.27,24.8,0
6.16,-16.9,24.71,0
7.17,-24.44,24.7,0
7.36,-28.15,24.7,0
7.6,-32.13,24.72,0
6.98,-28.8,24.8,0
5.91,-16.96,24.8,0
4.48,-4.27,24.8,0
3.42,10.19,24.8,0
3.83,10.46,24.86,0
3.59,-3.51,24.9,0
4.66,-14.12,24.84,0
4.57,-12.44,24.82,0
3.06,5.3,24.82,0
2.98,7.97,24.85,0
3.35,5.05,24.86,0
3.59,0.05,24.9,0
5.12,-7.96,24.9,0
5.55,-13.32,24.9,0
6.4,-16.14,24.9,0
5.99,-20.52,24.9,0
5.55,-21.21,24.9,0
5.71,-24.49,24.9,0
5.99,-32.56,24.9,0
5.82,-34.7,24.92,0
5.61,-34.59,25,0
5.04,-32.36,24.97,0
4.96,-21.03,25,0
4.61,-22.88,25,0
4.37,-29.25,24.99,0
4.31,-30.91,24.98,0
4.07,-23.33,24.94,0
4.13,-25.3,24.9,0
4.2,-29.51,24.93,0
4.2,-24.69,24.9,0
4.41,-21.32,24.95,0
4.75,-23.92,25.04,0
4.89,-26.96,24.93,0
4.62,-25.25,24.85,0
5.03,-13.1,24.99,0
5.08,-6.63,24.98,0
5.39,-9.97,24.86,0
5.42,-10.81,24.9,0
4.35,-4.76,24.9,0
4.3,-10.26,24.9,0
4.14,-12.41,24.94,0
2.73,14.6,24.97,0
1.99,8.47,25,0
2.8,-12.06,25,0
2.86,-14.84,25,0
3.12,-21.03,25.01,0
3.27,-37.22,25.06,0
4.06,-42.45,25,0
3.56,-36.01,25.12,0
3.1,-20.11,25.25,0
3.32,-17.73,25.32,0
4.2,-33.82,25.33,0
4.15,-45.05,25.35,0
4.72,-46.66,25.54,0
5.14,-44.1,25.8,0
5.23,-40.69,26.11,0
4.2,-18.15,25.77,0
8.68,56.31,25.28,0
7.45,63.59,25.29,0
7.2,60.7,25.77,0
6.91,56.18,25.86,0
7.08,52.85,26.14,0
6.82,47.38,25.88,0
6.25,45.37,25.88,0
4.64,48.17,26.23,0
4.65,37.21,26.21,0
4.57,36.09,26.19,0
3.92,44.12,26.29,0
3.29,45.68,26.37,0
3.57,41.04,26.47,0
3.11,32.4,26.6,0
3.13,30.26,26.71,0
3.31,25.02,26.62,0
2.58,10.35,26.92,0
3.15,-4,26.41,0
3.31,20.75,26.09,0
3.31,32.82,26.22,0
3.49,15.73,26.2,0
4.43,10.31,25.96,0
3.59,5.14,26.08,0
4.05,2.36,26.13,0
3.59,4.68,26.18,0
3.82,4.11,25.92,0
4.35,9.09,25.84,0
3.79,10.2,25.97,0
3.78,8.86,26.02,0
3.15,9.07,26.42,0
3.34,9.01,26.41,0
4.09,16.22,26.1,0
4.72,10.02,25.77,0
4.48,-0.61,25.61,0
5.39,-4.07,25.33,0
6.52,-9.39,25.06,0
6.08,-9.89,24.92,0
5.91,-8.33,24.9,0
6.04,-7.81,24.95,0
5.46,-6.71,25.02,0
5.52,-5.13,24.93,0
5.5,16.24,24.71,0
5.23,4.4,24.75,0
4.65,13.15,25.04,0
4.56,21.86,25.09,0
5.01,19.54,25.19,0
5.58,15.78,25.41,0
4.64,15.3,25.52,0
4.22,15.03,25.71,0
5.02,36.5,25.76,0
6.51,54.94,25.75,0
7.67,55.73,25.7,0
7.66,54.82,25.65,0
7.59,54.51,25.59,0
6.39,52.05,25.64,0
6.65,49.08,25.67,0
5.74,45.92,25.69,0
4.38,39.96,25.75,0
4.65,39.01,25.8,0
4.71,39.89,25.71,0
5.04,41.99,25.65,0
4.57,44.92,25.63,0
5,39.63,25.7,0
4.62,28.66,25.79,0
3.81,16.05,25.73,0
3.38,9.69,25.51,0
3.69,9.67,25.49,0
4.96,18.11,25.36,0
4.87,15.92,25.3,0
4.6,20.7,25.3,0
3.66,8.99,25.3,0
3.22,0.54,25.29,0
5.03,-7.82,25.27,0
4.25,-0.56,25.29,0
3.89,-0.22,25.3,0
5.63,-9,25.3,0
6.9,-15.47,25.3,0
5.1,-9.63,25.38,0
5.68,-10.72,25.4,0
6.14,-6.77,25.37,0
5.39,-3.91,25.48,0
6.18,-11.04,25.33,0
6.88,-16.99,25.33,0
7.06,-10.97,25.5,0
7.35,-15.32,25.46,0
7.36,-14.18,25.5,0
7.97,-16.3,25.54,0
7.96,-18.54,25.56,0
7.78,-16.69,25.59,0
7.75,-15.15,25.62,0
7.46,-14.66,25.7,0
7.3,-13.4,25.7,0
5.83,-5.59,25.64,0
5.11,-3.03,25.68,0
6.14,-5.99,25.69,0
3.99,1.5,25.74,0
4.54,2.55,25.8,0
6,-5.34,25.8,0
6.46,-7.13,25.81,0
6.46,-10.33,25.8,0
5.76,-8.19,25.84,0
6.37,-15.28,25.74,0
7.14,-19.45,25.71,0
6.92,-12.08,25.81,0
6.73,-10.54,25.82,0
6.06,-7.19,25.9,0
5.93,-6.54,25.92,0
6.16,-10.84,25.94,0
7.14,-15.1,25.92,0
7.02,-13.55,25.85,0
5.18,-4.57,25.84,0
4.4,2.13,25.91,0
4.2,6.15,25.91,0
4.08,12.03,25.91,0
4.97,20.8,25.94,0
5.24,24.28,26,0
3.99,19.98,26.02,0
3.55,15.6,26,0
4.43,25.05,26.14,0
4.79,29.68,26.29,0
5.11,35.39,26.48,0
5.56,48.21,26.62,0
5.69,51.49,26.67,0
5.52,59.05,26.7,0
6.05,56.54,26.7,0
6.06,53.85,26.68,0
5.88,57.08,26.73,0
5.32,60.07,26.72,0
6.13,59.92,26.72,0
6.67,60.02,26.79,0
4.95,64.82,26.68,0
4.44,89.82,26.31,0
3.78,77.64,26.13,0
3.56,89.27,26.13,0
4.3,100.32,25.99,0
5.18,96.47,25.89,0
5.63,89.36,26.06,0
5.2,87.21,26.23,0
4.36,83.02,26.3,0
4.67,77.91,26.2,0
3.83,80.08,26.11,0
3.02,86.77,26.04,0
2.07,81.45,26.1,0
2.85,85.48,26.09,0
3.19,100.94,26.07,0
3.46,96.93,26.06,0
3.57,85.22,26.17,0
3.61,83.35,26.35,0
3.03,84.53,26.51,0
2.76,77.78,26.75,0
1.79,82.19,26.94,0
2.55,90.54,26.65,0
3.33,63.56,26.91,0
2.69,58.54,27.17,0
2.31,57.8,27.14,0
2.29,53.56,27.2,0
2.5,56.15,27.41,0
2.57,64.32,27.83,0
2.65,47.45,27.96,0
3.18,38.69,28.02,0
1.95,8.12,28.75,0
2.85,-9.47,28.51,0
2.38,-15.78,28.53,0
1.93,11.35,28.58,0
2.11,31.52,28.32,0
2.96,21.08,27.63,0
8.05,55.65,24.74,0
12.42,50.32,24.24,0
8.05,55.74,24.78,0
7.52,56.88,26.12,0
6.39,60.93,26.4,0
5.31,43.32,26.53,0
4.24,47.75,26.56,0
4.21,61.59,26.79,0
5.48,60.55,26.75,0
5.77,60.57,26.92,0
6.43,54.43,27,0
6.56,52.22,27.23,0
6.64,46.91,27.29,0
6.45,41.71,27.35,0
6.1,43.08,27.71,0
5.5,35.77,28.17,0
5.49,34.01,28.59,0
5.32,39.01,28.81,0
4.63,25.61,28.58,0
4.73,26.12,28.29,0
4.16,30.68,28.31,0
4.53,35.41,28.27,0
5.37,45.31,28.26,0
6.25,49.54,27.79,0
9.1,66.27,27.21,0
6.26,63.46,27.23,0
7.11,65.12,27.65,0
6,64.1,27.7,0
6.79,61.86,27.76,0
6.95,64.91,27.78,0
6.59,65.83,28.07,0
6.6,64.67,28.61,0
4.65,62.69,29.44,0
6.7,58.14,29.25,0
7.03,55.02,28.54,0
6.84,56.1,28.14,0
6.49,57.64,28.2,0
6.94,55.27,27.96,0
6.25,53.24,27.96,0
6.63,53.19,27.8,0
5.55,49.93,27.71,0
6.55,53.15,27.74,0
6.51,54.57,27.69,0
6.73,55.81,27.5,0
6.85,55.14,27.47,0
7.21,53.32,27.38,0
7.71,53.12,27.4,0
7,54.01,27.37,0
7.47,55.95,27.41,0
7.54,55.29,27.47,0
7.31,55.36,27.45,0
7.98,56.35,27.49,0
8.39,57.67,27.5,0
8.29,59.14,27.48,0
8.47,59.36,27.4,0
8.86,56.82,27.44,0
8.21,56.93,27.38,0
8.44,56.45,27.4,0
8.31,59.45,27.39,0
9.04,58.8,27.45,0
7.56,56.29,27.42,0
7.48,54.83,27.38,0
7.98,55.9,27.37,0
7.27,54.27,27.4,0
7.55,56.26,27.42,0
7.25,59.48,27.43,0
7.23,55.4,27.48,0
7.39,53.1,27.49,0
7.31,54.37,27.42,0
6.44,52.85,27.4,0
6.7,54.39,27.4,0
7.21,59.15,27.4,0
7.58,59.56,27.43,0
8.08,61.03,27.5,0
7.86,56.07,27.45,0
7.49,57.43,27.4,0
7.28,59.79,27.38,0
8.56,59.87,27.43,0
8.19,60.32,27.44,0
8.7,58.53,27.35,0
7.59,56.46,27.23,0
7.53,58.15,27.2,0
7.61,57.62,27.2,0
7.7,57.22,27.2,0
7.35,55.98,27.16,0
7.1,56.71,27.16,0
7.25,58.8,27.19,0
8.11,58.93,27.2,0
7.5,57.21,27.16,0
7.36,57.68,27.11,0
7.39,58.16,27.1,0
7.6,58.15,27.09,0
7.08,57.05,27.09,0
6.65,57.4,27.07,0
7.27,57.05,27.1,0
7.46,58.75,27.1,0
6.35,63.63,27.03,0
6.36,62.59,27.1,0
7.17,63.52,27.14,0
6.82,62.27,27.11,0
7.36,61.75,27.11,0
7.35,63.15,27.21,0
7.07,64.81,27.15,0
6.26,65.12,27.05,0
7.32,66.22,27.1,0
6.68,65.43,27.07,0
6.07,66,27.06,0
7.32,65.47,27.1,0
6.86,65.06,27.1,0
8.01,65.38,27.1,0
8.03,65.14,27.11,0
7.87,64.86,27.15,0
8.04,65.06,27.22,0
7.97,64.76,27.23,0
8.05,66.58,27.33,0
7.77,68.07,27.41,0
7.38,66.92,27.65,0
6.44,63.53,27.89,0
6.93,64.14,27.94,0
5.76,61.57,28.05,0
6.41,62.26,28.09,0
6.63,63.79,28.18,0
6.79,65.41,28.18,0
6.65,64.29,28.27,0
6.65,63.53,28.36,0
6.07,61.76,28.51,0
6.37,62.03,28.48,0
6.43,62.15,28.58,0
6.14,60.51,28.78,0
6.65,61.73,28.82,0
7.29,63.79,28.97,0
6.5,63.71,28.63,0
7.35,62.46,28.64,0
7.22,62.46,29.18,0
8.14,62.92,29.17,0
7.38,62.75,29.1,0
7.59,61.82,29.12,0
7.35,63.07,29.45,0
7.79,61.81,29.48,0
8.34,62.49,29.27,0
9.69,63.78,29.29,0
9.61,64.61,29.33,0
9.97,66.1,29.32,0
9.76,66.82,29.22,0
9.15,67.69,28.74,0
9.46,67.97,28.62,0
9.02,66.66,28.5,0
9,67.33,28.43,0
8.82,65.69,28.5,0
9.51,65.9,28.61,0
8.9,65.09,28.58,0
9.87,65.6,28.5,0
9.78,66.46,28.5,0
9.76,66.5,28.54,0
10.35,67.19,28.49,0
9.79,68.3,28.44,0
9.5,66.44,28.4,0
9.25,66.16,28.32,0
8.83,65.95,28.3,0
8.64,65.81,28.32,0
8.05,66.99,28.36,0
7.75,66.3,28.28,0
8.08,66.15,28.12,0
9.05,66.28,28,0
9.01,67.19,28.01,0
9.12,67.04,28,0
8.74,66.93,28,0
8.1,65.94,28,0
7.4,64.58,28.07,0
7.2,63.89,28.15,0
7.42,63.88,28.19,0
8.81,62.95,28.23,0
9.45,64.64,28.36,0
8.44,62.3,28.38,0
8.15,60.83,28.41,0
8.45,62.23,28.39,0
8.62,62.16,28.38,0
8.26,61.25,28.36,0
8.02,61.58,28.26,0
7.39,61.66,28.09,0
7.64,61.41,28,0
7.99,60.87,27.99,0
7.68,63.53,27.99,0
7.99,60.7,28,0
7.72,61.29,27.99,0
8.62,60.3,27.91,0
8.86,59.22,27.81,0
8.74,58.56,27.8,0
7.69,56.64,27.73,0
8.53,57.38,27.7,0
7.65,54.43,27.7,0
8.74,55.63,27.72,0
8.1,55.92,27.7,0
8.64,56.81,27.7,0
7.8,54.6,27.68,0
8,54.72,27.65,0
8.73,57.15,27.7,0
8.25,56.74,27.62,0
7.99,54.27,27.6,0
7.85,52.83,27.6,0
8.36,56.68,27.6,0
8.15,56.23,27.6,0
7.74,54.48,27.6,0
7.7,55.25,27.62,0
7.25,57.47,27.6,0
6.7,57.26,27.61,0
6.08,55.81,27.61,0
6.32,54.04,27.61,0
6.04,53.86,27.58,0
6.35,52.26,27.55,0
6.79,53.87,27.57,0
7.3,53.85,27.56,0
7.7,54.37,27.6,0
7.65,55.1,27.57,0
7.6,53.77,27.52,0
7.92,54.26,27.5,0
8.09,54.95,27.52,0
8.58,54.86,27.5,0
9.1,53.84,27.5,0
8.58,52.64,27.5,0
8.22,52.58,27.5,0
8.83,52.63,27.52,0
8.5,52.96,27.58,0
8.91,55.42,27.57,0
9.18,56.68,27.56,0
8.35,55.49,27.46,0
9,57.51,27.41,0
10.29,58.07,27.51,0
8.4,55.84,27.45,0
8.73,55.83,27.4,0
9.43,55.69,27.4,0
9.57,56.74,27.39,0
9.7,58.17,27.4,0
10.14,59.76,27.43,0
9.93,59.15,27.44,0
9.32,58.72,27.4,0
9.29,58.5,27.4,0
9.39,59.56,27.4,0
9.25,58.66,27.35,0
9.92,56.69,27.36,0
8.56,59.62,27.35,0
8.24,60.81,27.32,0
9.18,59.19,27.32,0
9.3,58.98,27.36,0
9.92,58.5,27.4,0
8.71,58.32,27.4,0
8.83,58.98,27.38,0
9.14,60.28,27.41,0
9.8,65.61,27.53,0
9.7,87.16,27.18,0
10.84,139.93,24.77,0
17.44,136.48,23.35,0
18.57,132.27,23.45,0
17.19,135.45,23.46,0
17.51,140.92,24,0
13.11,142.89,23.49,0
9.49,132,24.09,0
10.75,116.72,24.54,0
6.94,123.53,25.13,0
9.18,110.95,26.27,0
12.78,110.76,25.02,0
16.78,111.54,24.27,0
15.38,105.13,24.89,0
14.09,103.26,26.1,0
17.76,123.37,23.06,0
11.38,107.49,25.19,0
4.48,96.45,25.97,0
1.3,74.91,25.54,0
7.56,67.5,26.43,0
9.71,69.65,26.97,0
11.29,69.56,26.74,0
9.31,94.89,26.68,0
7.18,101.62,26.89,0
6.19,101.74,26.61,0
9.17,85.74,27,0
10.5,79.86,26.95,0
9.32,86.44,26.95,0
9.55,87.29,27,0
9.06,91.21,26.97,0
7.45,101.77,26.92,0
6.58,99.81,27.04,0
5.91,94.16,26.98,0
4.8,90.86,26.94,0
4.06,98.53,26.9,0
2.91,116.42,26.82,0
1.94,112.77,26.67,0
1.06,39.96,26.33,0
0.84,67.95,26.24,0
1.71,63.98,26.33,0
2.58,75.15,26.63,0
3.73,68.54,26.81,0
3.78,62.82,27.04,0
4.51,57.05,27.22,0
4.54,51.95,27.43,0
4.55,46.29,27.54,0
3.98,28.84,27.42,0
5.05,39.29,27.42,0
5.99,48.19,27.63,0
6.5,50.59,27.8,0
5.67,48.7,27.9,0
5.44,51.2,28.09,0
5.66,52.95,28.18,0
5.61,48.94,28.33,0
6,51.08,28.64,0
5.85,52.43,28.88,0
6.28,54,29.15,0
6.92,53.95,29.46,0
6.91,53.71,29.59,0
6.45,51.74,29.74,0
6.6,49.78,29.83,0
5.91,53,29.9,0
5.64,52.49,29.93,0
5.82,53.41,29.98,0
5.6,51.7,29.92,0
6.3,50.76,29.71,0
6.68,52.83,29.61,0
6.9,52.35,29.72,0
7.81,52.99,29.51,0
7.62,51.46,29.26,0
7.15,50.17,29.16,0
6.73,44.6,28.81,0
6.58,46.34,28.53,0
6.64,48.53,28.43,0
6.37,46,28.23,0
6.84,43.6,28.04,0
6.58,42.01,28.02,0
6.27,41.68,28.07,0
6.59,42.53,28,0
6.02,39.07,27.92,0
6.01,39.11,27.89,0
6.99,37.08,27.87,0
7.21,39.06,27.84,0
6.56,34.94,27.72,0
6.28,32.22,27.57,0
6.28,34.15,27.61,0
5.28,32.59,27.58,0
5.89,31.86,27.56,0
6.2,36.29,27.51,0
5.66,36.23,27.48,0
6.48,39.2,27.5,0
6.98,41.57,27.6,0
6.76,43.18,27.57,0
6.3,41.38,27.56,0
6.35,42.47,27.53,0
6.67,40.89,27.56,0
7.18,39.29,27.62,0
7.08,43.04,27.6,0
8.07,45.13,27.61,0
7.88,41.43,27.5,0
7.38,40.9,27.51,0
7.44,40.59,27.5,0
7.8,40.9,27.59,0
8.05,39.57,27.65,0
8.71,44.18,27.7,0
8.92,45.79,27.61,0
9.47,48.21,27.6,0
9.77,49.62,27.6,0
9.6,50.91,27.6,0
9.22,50.92,27.6,0
9.3,50.79,27.57,0
9.23,51.66,27.55,0
9.57,50.75,27.6,0
8.77,52.07,27.57,0
8.45,52.82,27.57,0
8.57,52.08,27.57,0
8.99,50.95,27.69,0
8.86,51.44,27.67,0
9,51.25,27.61,0
8.58,53.24,27.64,0
8.09,53.14,27.68,0
8.69,54.5,27.66,0
9.58,55.29,27.65,0
8.54,54.72,27.6,0
8.7,53.34,27.6,0
8.55,53.16,27.6,0
8.77,54.51,27.58,0
8.08,54.34,27.5,0
10.13,55.73,27.58,0
10.07,55.63,27.5,0
9.29,54.14,27.41,0
9.31,54.86,27.4,0
9.24,54.88,27.38,0
9.69,55.14,27.35,0
10.79,57.17,27.4,0
10.76,57.39,27.45,0
11.17,56.87,27.47,0
11.17,57.29,27.47,0
11.38,57.83,27.48,0
10.7,57.63,27.46,0
10.75,58.58,27.33,0
10.99,58.79,27.4,0
11.58,58.74,27.45,0
10.97,58.6,27.42,0
10.94,59.14,27.34,0
10.23,58.71,27.37,0
9.65,58.05,27.31,0
